id,recipient_primary_major,recipient_secondary_majors,recipient_graduation_date,recipient_education_level,recipient_primary_college,recipient_gender,recipient_ethnicity,recipient_graduation_group_name,response_graduation_date,response_status,outcome,employer_name,employer_industry,employment_category,employment_type,job_function,job_position,employed_during_education,continuing_education_school,continuing_education_level,continuing_education_major,still_looking_option,not_seeking_option,annual_salary,pay_schedule,bonus_amount,other_compensation,job_alignment,el_participation,el_helpfulness,el_most_helpful,job_alignment_num,el_helpfulness_num,el_helpfulness_binary,el_count,el_participation_binary
5359502,Public Administration,NA,5/1/2027,Masters,School of Law,Female,White/Caucasian,23-May,5/1/2023,submitted,Working,Montana State University - Bozeman,Higher Education,Organization,Full-Time,Administration,Program Manager,Yes,NA,NA,NA,NA,NA,50960,Hourly Wage,NA,NA,This position fails to meet my expectations,"Internship, field experience, student teaching or clinical placement",Neutral,None of the experiential learning activities I participated in at UM were helpful.,1,2,0,3,1
5359506,Public Health,NA,5/18/2023,Masters,NA,NA,NA,23-May,5/1/2023,submitted,Still Looking,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Employment,NA,NA,NA,NA,NA,No opinion,"Internship, field experience, student teaching or clinical placement, Complete a culminating senior experience (capstone, senior project or thesis, comprehensive exam, portfolio, etc)",Neutral,"Internship, field experience, student teaching, practicum or clinical placement, Complete a culminating senior experience (capstone, senior project or thesis, comprehensive exam, portfolio, etc)",2,2,0,4,1
5359508,Business Administration-Exter,NA,5/1/2027,Bachelors,College of Business,Female,White/Caucasian,23-May,NA,submitted,Working,Not provided,NA,Organization,Full-Time,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5359513,Business Administration-Exter,NA,5/1/2027,Masters,College of Business,Female,White/Caucasian,23-May,5/1/2023,submitted,Working,Johnson Controls,Engineering & Construction,Organization,Full-Time,Engineering - Web / Software,Systems Design Assistant,NA,NA,NA,NA,NA,NA,50000,Annual Salary,NA,NA,This position meets my expectations,None of the above,NA,NA,3,NA,NA,0,0
5359514,Curriculum & Instruction~Elementary Certification,Curriculum & Instruction,5/1/2027,Masters,College of Education,Female,White/Caucasian,23-May,5/1/2023,submitted,Working,Cayuse Prairie School District #10,K-12 Education,Faculty Non-Tenure,Full-Time,Education / Teaching / Training,5th-Grade Teacher,NA,NA,NA,NA,NA,NA,NA,Annual Salary,NA,NA,This position exceeds my expectations,"Internship, field experience, student teaching or clinical placement, Learning community or other formal program in which one group of students takes two or more classes together, Complete a culminating senior experience (capstone, senior project or thesis, comprehensive exam, portfolio, etc)",Yes,"Internship, field experience, student teaching, practicum or clinical placement",3,4,1,5,1
5359516,Business Administration-Exter,NA,5/1/2023,Masters,College of Business,Female,Native American/Alaskan Native,23-May,5/1/2023,submitted,Working,Salish Kootenai College,Higher Education,Organization,Full-Time,Human Resources,HR Director,NA,NA,NA,NA,NA,NA,NA,Annual Salary,NA,NA,This position meets my expectations,None of the above,NA,NA,3,NA,NA,0,0
5359518,tDPT Bachelors,NA,5/1/2029,Doctorate,College of Health,Male,Asian/Asian American,23-May,4/1/2023,submitted,Working,Vertical Staffings,Healthcare,Organization,Full-Time,Healthcare Services,Geriatric Physical Therapist,Yes,NA,NA,NA,NA,NA,62400,Hourly Wage,300,0,This position meets my expectations,None of the above,NA,NA,3,NA,NA,0,0
5359519,Business Administration-Exter,NA,5/1/2027,Bachelors,College of Business,Male,White/Caucasian,23-May,NA,submitted,Working,Not provided,NA,Organization,Full-Time,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5359528,tDPT Bachelors,NA,5/1/2029,Doctorate,College of Health,Female,White/Caucasian,23-May,5/1/2023,submitted,Working,Elyria City School District,K-12 Education,Faculty Tenure,Full-Time,Healthcare Services,Physical Therapist,Yes,NA,NA,NA,NA,NA,78000,Annual Salary,NA,NA,This position meets my expectations,Work with a faculty member on a research project,Somewhat,"Learning community or other formal program in which one group of students takes two or more classes together, Work with a faculty member on a research project",3,3,1,1,1
5359533,tDPT Bachelors,NA,5/1/2029,Doctorate,College of Health,Female,Black or African American,23-May,5/1/2023,submitted,Working,Bermuda government,Healthcare,Temporary/Contract Work Assignment,Full-Time,Healthcare Services,Physical Therapist,Yes,NA,NA,NA,NA,NA,96000,Monthly Stipend,0,0,This position exceeds my expectations,Study abroad or study away program,Yes,Study abroad or study away program,3,4,1,1,1
5359535,tDPT Bachelors,NA,5/1/2029,Doctorate,College of Health,Male,Asian/Asian American,23-May,5/1/2023,submitted,Working,District of Columbia Public Schools,K-12 Education,Organization,Full-Time,Education / Teaching / Training,Physical Therapist,Yes,NA,NA,NA,NA,NA,100488,Annual Salary,NA,NA,This position exceeds my expectations,"Complete a culminating senior experience (capstone, senior project or thesis, comprehensive exam, portfolio, etc)",Somewhat,"Complete a culminating senior experience (capstone, senior project or thesis, comprehensive exam, portfolio, etc)",3,3,1,1,1
5359545,Principal Leadership K-12,NA,5/1/2027,Non-Degree Seeking,College of Education,Female,White/Caucasian,23-May,5/1/2023,submitted,Working,Helena School District,K-12 Education,Organization,Full-Time,Education / Teaching / Training,Middle School Science Teacher,NA,NA,NA,NA,NA,NA,76000,Annual Salary,NA,NA,No opinion,None of the above,NA,NA,2,NA,NA,0,0
5359548,Anthropology,NA,5/18/2023,Masters,NA,NA,NA,23-May,5/1/2023,submitted,Working,U.S. Department of Agriculture (USDA),Forestry,Organization,Full-Time,Other,Archaeology Technician,Yes,NA,NA,NA,NA,NA,36000,Annual Salary,NA,NA,This position meets my expectations,"Internship, field experience, student teaching or clinical placement, Complete a culminating senior experience (capstone, senior project or thesis, comprehensive exam, portfolio, etc)",Yes,"Internship, field experience, student teaching, practicum or clinical placement",3,4,1,4,1
5359549,tDPT Masters~Rehabilitation Administration,tDPT Masters,5/1/2029,Doctorate,College of Health,Female,NA,23-May,4/1/2023,submitted,Working,New England Institute of Technology,Higher Education,Organization,Part-Time,Education / Teaching / Training,Adjuct faculty,NA,NA,NA,NA,NA,NA,156000,Hourly Wage,NA,NA,This position meets my expectations,"Learning community or other formal program in which one group of students takes two or more classes together, Complete a culminating senior experience (capstone, senior project or thesis, comprehensive exam, portfolio, etc)",Yes,"Learning community or other formal program in which one group of students takes two or more classes together, Complete a culminating senior experience (capstone, senior project or thesis, comprehensive exam, portfolio, etc)",3,4,1,2,1
5359551,Athletic Training,NA,5/1/2027,Masters,College of Health,Male,White/Caucasian,23-May,5/1/2023,submitted,Working,Ortho Montana or Missoula Bone and Joint,Healthcare,Organization,Full-Time,Healthcare Services,Certified Athletic Trainer,NA,NA,NA,NA,NA,NA,42000,Annual Salary,NA,NA,This position meets my expectations,"Internship, field experience, student teaching or clinical placement, Learning community or other formal program in which one group of students takes two or more classes together, Work with a faculty member on a research project, Complete a culminating senior experience (capstone, senior project or thesis, comprehensive exam, portfolio, etc)",Yes,"Internship, field experience, student teaching, practicum or clinical placement",3,4,1,6,1
5359553,Athletic Training,NA,5/1/2027,Masters,College of Health,Female,White/Caucasian,23-May,NA,submitted,Working,Other,NA,Organization,Full-Time,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5359554,Business Administration-Exter,NA,5/1/2027,Masters,College of Business,Male,Latino(a),23-May,5/1/2023,submitted,Working,University of Montana,Higher Education,Organization,Full-Time,Quality Assurance,Senior Internal Auditor,Yes,NA,NA,NA,NA,NA,53996.8,Hourly Wage,0,0,This position meets my expectations,"Complete a culminating senior experience (capstone, senior project or thesis, comprehensive exam, portfolio, etc)",Neutral,None of the experiential learning activities I participated in at UM were helpful.,3,2,0,1,1
5359556,Public Administration,NA,5/1/2027,Masters,School of Law,Male,White/Caucasian,23-May,5/1/2023,submitted,Working,State of Montana - Department of Labor & Industry,"Government - Local, State & Federal",Organization,Full-Time,Research,Research Analyst,Yes,NA,NA,NA,NA,NA,56680,Hourly Wage,0,0,This position meets my expectations,"Complete a culminating senior experience (capstone, senior project or thesis, comprehensive exam, portfolio, etc)",Neutral,None of the experiential learning activities I participated in at UM were helpful.,3,2,0,1,1
5359558,Counselor Education,NA,5/1/2027,Masters,College of Education,Male,White/Caucasian,23-May,5/1/2023,submitted,Working,Corvallis High School,K-12 Education,Faculty Tenure,Full-Time,Counseling,School Counselor,NA,NA,NA,NA,NA,NA,50000,Annual Salary,0,0,This position meets my expectations,"Internship, field experience, student teaching or clinical placement, Complete a culminating senior experience (capstone, senior project or thesis, comprehensive exam, portfolio, etc)",Yes,"Internship, field experience, student teaching, practicum or clinical placement",3,4,1,4,1
5359559,Anthropology,NA,5/1/2027,Doctorate,College Humanities & Sciences,Female,White/Caucasian,23-May,5/1/2023,submitted,Still Looking,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Continuing Education,NA,NA,NA,NA,NA,No opinion,None of the above,NA,NA,2,NA,NA,0,0
5359561,Teaching and Learning,NA,5/1/2027,Masters,College of Education,Female,White/Caucasian,23-May,4/1/2023,submitted,Working,Helena School District,K-12 Education,Faculty Tenure,Full-Time,Education / Teaching / Training,Kindergarten Teacher,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,This position meets my expectations,None of the above,NA,NA,3,NA,NA,0,0
5359562,Public Health,NA,5/1/2027,Masters,College of Health,Male,White/Caucasian,23-May,5/1/2023,submitted,Working,Lincoln County Health Department,"Government - Local, State & Federal",Organization,Full-Time,Healthcare Services,Registered Sanitarian,Yes,NA,NA,NA,NA,NA,55000,Annual Salary,NA,NA,This position exceeds my expectations,"Community-based project (service learning or volunteer), Work with a faculty member on a research project, Complete a culminating senior experience (capstone, senior project or thesis, comprehensive exam, portfolio, etc)",Neutral,"Community-based project (service learning or volunteerism), Work with a faculty member on a research project, Complete a culminating senior experience (capstone, senior project or thesis, comprehensive exam, portfolio, etc)",3,2,0,3,1
5359567,tDPT Masters,NA,5/1/2029,Doctorate,College of Health,Male,White/Caucasian,23-May,5/1/2023,submitted,Working,Robert Gordon University,Higher Education,Organization,Full-Time,Education / Teaching / Training,University Lecturer,Yes,NA,NA,NA,NA,NA,52727.09,Annual Salary,NA,NA,This position meets my expectations,"Complete a culminating senior experience (capstone, senior project or thesis, comprehensive exam, portfolio, etc)",Yes,"Complete a culminating senior experience (capstone, senior project or thesis, comprehensive exam, portfolio, etc)",3,4,1,1,1
5359569,tDPT Bachelors,Physical Therapy,5/1/2029,Doctorate,College of Health,Male,NA,23-May,7/1/2023,submitted,Working,Middle East Studies Department at Fordham University,Higher Education,Faculty Tenure,Full-Time,Education / Teaching / Training,"Teaching Assistant (Preschool, Elementary, Middle, and Secondary School)",Yes,NA,NA,NA,NA,NA,6000,Monthly Stipend,0,0,This position significantly fails to meet my expectations,"Internship, field experience, student teaching or clinical placement, Learning community or other formal program in which one group of students takes two or more classes together, Study abroad or study away program",Somewhat,None of the experiential learning activities I participated in at UM were helpful.,1,3,1,5,1
5359570,Business Administration-Exter,NA,5/1/2027,Bachelors,College of Business,Female,Native American/Alaskan Native,23-May,NA,submitted,Working,Not provided,NA,Organization,Full-Time,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5359571,Business Administration-Exter,NA,5/1/2027,Masters,College of Business,Female,White/Caucasian,23-May,NA,submitted,Working,Not provided,NA,Organization,Full-Time,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5359576,Journalism,Nat Resource Conflict Resolut,5/7/2023,Masters,NA,NA,NA,23-May,5/1/2023,submitted,Working,Freelancing for myself,"Journalism, Media & Publishing",Freelancer,Part-Time,Writing / Editing,Photographer/Writer/Outdoor Guide/Facilitator,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,This position fails to meet my expectations,"Internship, field experience, student teaching or clinical placement, Work with a faculty member on a research project, Complete a culminating senior experience (capstone, senior project or thesis, comprehensive exam, portfolio, etc)",Somewhat,"Internship, field experience, student teaching, practicum or clinical placement, Work with a faculty member on a research project, Complete a culminating senior experience (capstone, senior project or thesis, comprehensive exam, portfolio, etc)",1,3,1,5,1
5359578,Social Work/Human Services,NA,5/6/2023,Masters,NA,NA,NA,23-May,5/1/2023,submitted,Working,Sweetgrass Integrative Counseling and Therapy,Healthcare,Organization,Full-Time,Healthcare Services,Psychotherapist,NA,NA,NA,NA,NA,NA,51000,Annual Salary,NA,NA,This position meets my expectations,"Internship, field experience, student teaching or clinical placement, Learning community or other formal program in which one group of students takes two or more classes together, Complete a culminating senior experience (capstone, senior project or thesis, comprehensive exam, portfolio, etc)",Somewhat,"Internship, field experience, student teaching, practicum or clinical placement, Learning community or other formal program in which one group of students takes two or more classes together",3,3,1,5,1
5359579,Counselor Education,NA,5/1/2027,Masters,College of Education,Male,Latino(a),23-May,5/1/2027,submitted,Working,Longview School District,K-12 Education,Organization,Full-Time,Education / Teaching / Training,School Counselor,NA,NA,NA,NA,NA,NA,64000,Annual Salary,NA,NA,This position meets my expectations,"Internship, field experience, student teaching or clinical placement, Complete a culminating senior experience (capstone, senior project or thesis, comprehensive exam, portfolio, etc)",Yes,"Internship, field experience, student teaching, practicum or clinical placement",3,4,1,4,1
5359580,Environmental Studies,NA,5/1/2027,Masters,College Humanities & Sciences,Male,White/Caucasian,23-May,5/1/2023,submitted,Working,Mission West Community Development Partners,Non-Profit - Other,Organization,Full-Time,Business Development,Cooperative Development Outreach Coordinator,NA,NA,NA,NA,NA,NA,43000,Annual Salary,NA,NA,This position meets my expectations,"Learning community or other formal program in which one group of students takes two or more classes together, Community-based project (service learning or volunteer), Complete a culminating senior experience (capstone, senior project or thesis, comprehensive exam, portfolio, etc)",Yes,"Internship, field experience, student teaching, practicum or clinical placement",3,4,1,3,1
5359588,Anthropology,NA,5/1/2027,Masters,College Humanities & Sciences,Female,White/Caucasian,23-May,5/1/2023,submitted,Working,National Park Service,Natural Resources,Temporary/Contract Work Assignment,Full-Time,Environmental / Sustainability Mgmt,Archaelogical tec,NA,NA,NA,NA,NA,NA,48609.6,Hourly Wage,0,0,This position meets my expectations,None of the above,NA,NA,3,NA,NA,0,0
5359592,Public Health,NA,5/1/2027,Masters,College of Health,Female,White/Caucasian,23-May,5/1/2023,submitted,Working,Rochester Regional Health,Healthcare,Organization,Full-Time,Healthcare Services,Unit Secretary,Yes,NA,NA,NA,NA,NA,33800,Hourly Wage,NA,NA,No opinion,"Internship, field experience, student teaching or clinical placement, Community-based project (service learning or volunteer), Complete a culminating senior experience (capstone, senior project or thesis, comprehensive exam, portfolio, etc)",Yes,"Internship, field experience, student teaching, practicum or clinical placement, Work with a faculty member on a research project, Complete a culminating senior experience (capstone, senior project or thesis, comprehensive exam, portfolio, etc)",2,4,1,5,1
5359593,Environmental Studies,NA,5/1/2027,Masters,College Humanities & Sciences,Male,White/Caucasian,23-May,5/1/2023,submitted,Still Looking,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Employment,NA,NA,NA,NA,NA,No opinion,"Internship, field experience, student teaching or clinical placement, Learning community or other formal program in which one group of students takes two or more classes together",Somewhat,"Internship, field experience, student teaching, practicum or clinical placement",2,3,1,4,1
5359594,Parks Tourism Recreation Mgmt,"Parks, Tourism &Rec Management",5/1/2027,Masters,College of Forestry & Conserv,Male,White/Caucasian,23-May,5/1/2023,submitted,Working,City of Missoula,"Government - Local, State & Federal",Organization,Full-Time,Environmental / Sustainability Mgmt,Conservation Lands Program,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,This position meets my expectations,"Internship, field experience, student teaching or clinical placement, Community-based project (service learning or volunteer), Work with a faculty member on a research project, Complete a culminating senior experience (capstone, senior project or thesis, comprehensive exam, portfolio, etc)",Neutral,"Internship, field experience, student teaching, practicum or clinical placement, Work with a faculty member on a research project",3,2,0,6,1
5359601,Creative Writing,NA,5/1/2027,Masters,College Humanities & Sciences,Male,White/Caucasian,23-May,5/1/2023,submitted,Not Seeking,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Other,NA,NA,NA,NA,This position meets my expectations,"Internship, field experience, student teaching or clinical placement, Work with a faculty member on a research project",Yes,"Internship, field experience, student teaching, practicum or clinical placement, Work with a faculty member on a research project",3,4,1,4,1
5359604,Environmental Studies,NA,5/1/2023,Masters,College Humanities & Sciences,Female,White/Caucasian,23-May,5/1/2023,submitted,Working,University of Montana,"Farming, Ranching and Fishing",Organization,Full-Time,Environmental / Sustainability Mgmt,Gardener,Yes,NA,NA,NA,NA,NA,41080,Hourly Wage,NA,NA,This position meets my expectations,"Internship, field experience, student teaching or clinical placement, Learning community or other formal program in which one group of students takes two or more classes together, Community-based project (service learning or volunteer), Work with a faculty member on a research project, Complete a culminating senior experience (capstone, senior project or thesis, comprehensive exam, portfolio, etc)",Neutral,"Internship, field experience, student teaching, practicum or clinical placement, Learning community or other formal program in which one group of students takes two or more classes together, Community-based project (service learning or volunteerism), Work with a faculty member on a research project, Complete a culminating senior experience (capstone, senior project or thesis, comprehensive exam, portfolio, etc)",3,2,0,7,1
5359605,Environmental Studies,NA,5/1/2027,Masters,College Humanities & Sciences,Female,White/Caucasian,23-May,5/1/2023,submitted,Working,Swan Valley Connections,Natural Resources,Organization,Full-Time,Other,Education Program Coordinator,NA,NA,NA,NA,NA,NA,46000,Annual Salary,NA,NA,This position meets my expectations,"Internship, field experience, student teaching or clinical placement, Learning community or other formal program in which one group of students takes two or more classes together, Community-based project (service learning or volunteer), Work with a faculty member on a research project, Complete a culminating senior experience (capstone, senior project or thesis, comprehensive exam, portfolio, etc)",Somewhat,"Internship, field experience, student teaching, practicum or clinical placement, Learning community or other formal program in which one group of students takes two or more classes together, Work with a faculty member on a research project, Complete a culminating senior experience (capstone, senior project or thesis, comprehensive exam, portfolio, etc)",3,3,1,7,1
5359606,Environmental Studies,NA,5/1/2027,Masters,College Humanities & Sciences,Female,White/Caucasian,23-May,5/1/2023,submitted,Working,University of Montana,Government - Consulting,Organization,Full-Time,Fundraising & Event Management,Management Consultant,Yes,NA,NA,NA,NA,NA,41600,Hourly Wage,NA,NA,This position meets my expectations,"Internship, field experience, student teaching or clinical placement, Learning community or other formal program in which one group of students takes two or more classes together, Community-based project (service learning or volunteer)",Yes,"Internship, field experience, student teaching, practicum or clinical placement, Community-based project (service learning or volunteerism), Work with a faculty member on a research project",3,4,1,5,1
5359607,Public Health,NA,5/1/2023,Masters,College of Health,Female,White/Caucasian,23-May,5/1/2023,submitted,Working,University of Montana,Higher Education,Temporary/Contract Work Assignment,Full-Time,Research,Research Assistant,Yes,NA,NA,NA,NA,NA,55000,Annual Salary,0,0,This position meets my expectations,"Internship, field experience, student teaching or clinical placement, Community-based project (service learning or volunteer), Work with a faculty member on a research project, Complete a culminating senior experience (capstone, senior project or thesis, comprehensive exam, portfolio, etc)",No,"Internship, field experience, student teaching, practicum or clinical placement, Work with a faculty member on a research project, Complete a culminating senior experience (capstone, senior project or thesis, comprehensive exam, portfolio, etc)",3,1,0,6,1
5359608,Communication Studies,NA,5/1/2027,Masters,College Humanities & Sciences,Female,White/Caucasian,23-May,5/1/2023,submitted,Volunteering,WWOOF-USAÂ®,NA,NA,NA,Maintenance/Skilled Laborer,Volunteer,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,This position meets my expectations,Work with a faculty member on a research project,Somewhat,Work with a faculty member on a research project,3,3,1,1,1
5359609,Enviro Sci Nat Res Journalism,NA,5/1/2027,Masters,College of the Arts and Media,Male,White/Caucasian,23-May,12/1/2023,submitted,Still Looking,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Employment,NA,NA,NA,NA,NA,No opinion,"Internship, field experience, student teaching or clinical placement, Work with a faculty member on a research project, Complete a culminating senior experience (capstone, senior project or thesis, comprehensive exam, portfolio, etc)",Yes,"Internship, field experience, student teaching, practicum or clinical placement, Work with a faculty member on a research project, Complete a culminating senior experience (capstone, senior project or thesis, comprehensive exam, portfolio, etc)",2,4,1,5,1
5359610,Social Work,NA,5/1/2027,Masters,College of Health,Female,White/Caucasian,23-May,5/1/2023,submitted,Working,"State of Montana, Department of Public Health and Human Services","Government - Local, State & Federal",Organization,Full-Time,Administration,State Opioid Response Treatment Program Manager,Yes,NA,NA,NA,NA,NA,60320,Hourly Wage,0,0,This position meets my expectations,"Internship, field experience, student teaching or clinical placement",Yes,"Internship, field experience, student teaching, practicum or clinical placement",3,4,1,3,1
5359611,Philosophy,NA,5/1/2027,Masters,College Humanities & Sciences,Male,White/Caucasian,23-May,5/1/2023,submitted,Working,The Great Burn Conservation Alliance,NGO,Organization,Full-Time,Maintenance/Skilled Laborer,Trail Crew Member,NA,NA,NA,NA,NA,NA,33280,Hourly Wage,NA,NA,This position meets my expectations,"Internship, field experience, student teaching or clinical placement, Community-based project (service learning or volunteer)",Somewhat,"Internship, field experience, student teaching, practicum or clinical placement, Community-based project (service learning or volunteerism), Work with a faculty member on a research project",3,3,1,4,1
5359615,Sociology,NA,5/1/2027,Masters,College Humanities & Sciences,Female,White/Caucasian,23-May,5/1/2023,submitted,Still Looking,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Employment,NA,NA,NA,NA,NA,This position meets my expectations,"Internship, field experience, student teaching or clinical placement, Work with a faculty member on a research project",Yes,"Internship, field experience, student teaching, practicum or clinical placement",3,4,1,4,1
5359616,Public Health,NA,5/1/2027,Masters,College of Health,Female,White/Caucasian,23-May,5/1/2023,submitted,Working,Benton Franklin Health District,Healthcare,Organization,Full-Time,Healthcare Services,Epidemiologist,Yes,NA,NA,NA,NA,NA,63600,Monthly Stipend,0,0,This position exceeds my expectations,"Community-based project (service learning or volunteer), Work with a faculty member on a research project, Complete a culminating senior experience (capstone, senior project or thesis, comprehensive exam, portfolio, etc)",Yes,"Community-based project (service learning or volunteerism), Work with a faculty member on a research project, Complete a culminating senior experience (capstone, senior project or thesis, comprehensive exam, portfolio, etc)",3,4,1,3,1
5359617,Teaching and Learning,Curriculum & Instruction,5/1/2027,Masters,College of Education,Female,White/Caucasian,23-May,5/1/2023,submitted,Still Looking,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Employment,NA,NA,NA,NA,NA,This position exceeds my expectations,"Internship, field experience, student teaching or clinical placement, Learning community or other formal program in which one group of students takes two or more classes together, Work with a faculty member on a research project, Complete a culminating senior experience (capstone, senior project or thesis, comprehensive exam, portfolio, etc)",Yes,"Internship, field experience, student teaching, practicum or clinical placement",3,4,1,6,1
5359625,Linguistics,NA,5/1/2023,Masters,College Humanities & Sciences,Female,White/Caucasian,23-May,NA,submitted,Working,Other,NA,Organization,Full-Time,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5359627,Social Work,NA,5/1/2023,Masters,College of Health,Female,White/Caucasian,23-May,5/1/2023,submitted,Working,Group Counseling Practice,Healthcare,Organization,Full-Time,Counseling,Psychotherapist,NA,NA,NA,NA,NA,NA,NA,Hourly Wage,NA,NA,No opinion,"Internship, field experience, student teaching or clinical placement",No,"Internship, field experience, student teaching, practicum or clinical placement",2,1,0,3,1
5359628,Business Administration,NA,5/1/2027,Masters,College of Business,Female,White/Caucasian,23-May,5/1/2023,submitted,Working,Schellman,Management Consulting,Organization,Full-Time,Consulting,Emerging Talent Associate (IT Audit),NA,NA,NA,NA,NA,NA,65000,Annual Salary,NA,NA,This position meets my expectations,"Internship, field experience, student teaching or clinical placement, Learning community or other formal program in which one group of students takes two or more classes together, Community-based project (service learning or volunteer), Complete a culminating senior experience (capstone, senior project or thesis, comprehensive exam, portfolio, etc)",Neutral,"Internship, field experience, student teaching, practicum or clinical placement, Community-based project (service learning or volunteerism)",3,2,0,6,1
5359629,Integrative Physiology,NA,5/1/2027,Masters,College of Health,Female,Latino(a),23-May,6/1/2023,submitted,Working,Achieve Physical Therapy,Healthcare,Temporary/Contract Work Assignment,Full-Time,Other,Certified Athletic Trainer,Yes,NA,NA,NA,NA,NA,72800,Hourly Wage,NA,NA,No opinion,"Complete a culminating senior experience (capstone, senior project or thesis, comprehensive exam, portfolio, etc)",No,"Complete a culminating senior experience (capstone, senior project or thesis, comprehensive exam, portfolio, etc)",2,1,0,1,1
5359631,Business Administration~Public Administration,Business Administration,5/1/2027,Bachelors,College of Business,Male,Black or African American,23-May,NA,submitted,Working,Not provided,NA,Organization,Full-Time,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5359632,Business Administration,NA,5/1/2027,Masters,College of Business,Female,White/Caucasian,23-May,5/1/2023,submitted,Still Looking,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Employment,NA,NA,NA,NA,NA,No opinion,"Complete a culminating senior experience (capstone, senior project or thesis, comprehensive exam, portfolio, etc)",Somewhat,"Complete a culminating senior experience (capstone, senior project or thesis, comprehensive exam, portfolio, etc)",2,3,1,1,1
5359633,Business Analytics,NA,5/1/2027,Masters,College of Business,Female,White/Caucasian,23-May,5/1/2023,submitted,Working,Target,Retail Stores,Organization,Full-Time,Data & Analytics,Data Analyst,NA,NA,NA,NA,NA,NA,80000,Annual Salary,NA,5000,This position exceeds my expectations,"Complete a culminating senior experience (capstone, senior project or thesis, comprehensive exam, portfolio, etc)",Somewhat,"Complete a culminating senior experience (capstone, senior project or thesis, comprehensive exam, portfolio, etc)",3,3,1,1,1
5359640,Teaching and Learning,Curriculum & Instruction,5/1/2027,Masters,College of Education,Female,White/Caucasian,23-May,5/1/2023,submitted,Still Looking,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Employment,NA,NA,NA,NA,NA,No opinion,"Internship, field experience, student teaching or clinical placement",Yes,"Internship, field experience, student teaching, practicum or clinical placement",2,4,1,3,1
5359645,Environmental Studies,NA,5/1/2027,Masters,College Humanities & Sciences,Female,White/Caucasian,23-May,5/1/2023,submitted,Working,University of Montana,Higher Education,Temporary/Contract Work Assignment,Part-Time,Marketing - General,Graduate Research Assistant,Yes,NA,NA,NA,NA,NA,31200,Hourly Wage,NA,NA,This position fails to meet my expectations,"Internship, field experience, student teaching or clinical placement, Learning community or other formal program in which one group of students takes two or more classes together, Community-based project (service learning or volunteer), Work with a faculty member on a research project, Complete a culminating senior experience (capstone, senior project or thesis, comprehensive exam, portfolio, etc)",Neutral,"Internship, field experience, student teaching, practicum or clinical placement, Learning community or other formal program in which one group of students takes two or more classes together, Work with a faculty member on a research project, Complete a culminating senior experience (capstone, senior project or thesis, comprehensive exam, portfolio, etc)",1,2,0,7,1
5359647,Parks Tourism Recreation Mgmt,NA,5/1/2027,Masters,College of Forestry & Conserv,Female,White/Caucasian,23-May,5/1/2023,submitted,Working,Environment for the Americas,Natural Resources,Temporary/Contract Work Assignment,Full-Time,Environmental / Sustainability Mgmt,Resource Assistant with the USFS- Wilderness and Wild and Scenic Rivers Program,Yes,NA,NA,NA,NA,NA,24000,Monthly Stipend,NA,1000,This position exceeds my expectations,"Internship, field experience, student teaching or clinical placement, Work with a faculty member on a research project",Yes,"Internship, field experience, student teaching, practicum or clinical placement, Work with a faculty member on a research project",3,4,1,4,1
